window_size_s,file_path,label,orig_start,orig_end,gt_start,gt_end,orig_iou,vad_start,vad_end,vad_iou,delta_pp
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,233.75,234.45,233.901956,234.149153,0.353138571428577,233.874,234.19400000000002,0.7724906249999475,41.93520535713704
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,250.8,251.5,250.719774,251.21267,0.5289108540345899,250.8,251.21200000000002,0.8358761280270172,30.696527399242722
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,452.65,453.35,452.90394,453.234737,0.4725671428571382,452.65,453.35,0.4725671428571382,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,458.15,459.4,458.686766,459.008668,0.2575216000000182,458.15,459.042,0.36087668161437697,10.335508161435875
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,464.75,465.45,464.816067,464.951499,0.19347428571434183,464.77799999999996,465.38599999999997,0.22275000000005948,2.927571428571765
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,475.75,476.45,475.581106,476.036344,0.32954997962925475,475.75,476.45,0.32954997962925475,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,564.3,565.55,564.888931,565.005133,0.0929616000000351,564.3,565.55,0.0929616000000351,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,578.05,578.75,578.444391,578.589707,0.20759428571424338,578.05,578.75,0.20759428571424338,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,665.5,666.2,665.68181,665.798472,0.16665999999985442,665.5,666.2,0.16665999999985442,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,670.45,671.15,670.684904,670.978038,0.41876285714291095,670.45,671.054,0.48532119205305296,6.655833491014201
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,731.5,732.75,731.950656,732.156887,0.16498480000000199,731.5,732.75,0.16498480000000199,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,807.95,808.65,808.109852,808.225243,0.1648442857142038,807.95,808.65,0.1648442857142038,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,895.4,896.1,895.583998,895.792101,0.29729000000005357,895.4,896.1,0.29729000000005357,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,1013.65,1014.35,1013.980815,1014.247088,0.3803899999999118,1013.966,1014.35,0.6934192708331913,31.30292708332795
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,1021.35,1022.05,1021.628146,1021.86147,0.3333200000000878,1021.634,1022.05,0.5392149890722194,20.589498907213162
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,1055.45,1056.15,1055.739439,1056.095925,0.5092657142858694,1055.45,1056.15,0.5092657142858694,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,1063.15,1063.85,1063.637166,1063.742717,0.150787142857332,1063.15,1063.85,0.150787142857332,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,18.7,19.4,19.032041,19.153205,0.17309142857142915,18.791999999999998,19.208,0.29125961538461576,11.816818681318662
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,24.2,25.45,24.340333,24.50921,0.1351015999999987,24.2,25.45,0.1351015999999987,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,40.15,40.85,40.5462,40.65505,0.1555000000000049,40.15,40.85,0.1555000000000049,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,79.2,79.9,79.568686,79.781013,0.30332428571428727,79.35600000000001,79.9,0.3903069852941234,8.698269957983612
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,96.25,96.95,96.701384,96.844937,0.2050757142857094,96.406,96.95,0.26388419117646683,5.880847689075744
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,99.0,99.7,99.453283,99.658163,0.29268571428571716,99.028,99.7,0.30488095238095797,1.2195238095240812
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,102.3,103.0,102.836575,103.044777,0.21942809726938922,102.3,103.0,0.21942809726938922,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,103.4,104.1,103.905744,103.991368,0.12231999999999585,103.4,104.1,0.12231999999999585,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\คนน่ากลัวกว่าผีบอกเลย!.wav,กู,44.55,46.35,45.158615,45.194149,0.019741111111114124,44.55,46.35,0.019741111111114124,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,เหี้ย,3.3,4.0,3.472544,3.657632,0.2644114285714284,3.3,4.0,0.2644114285714284,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,เหี้ย,7.15,7.85,7.40837,7.649822,0.3449314285714299,7.15,7.85,0.3449314285714299,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,เหี้ย,8.25,8.95,8.525175,8.880846,0.5081014285714279,8.25,8.95,0.5081014285714279,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ชีวิตมันจะสู้ก็ต้องสู้ #honkaistarrail.wav,มึง,3.3,4.0,3.514832,3.739324,0.3207028571428566,3.4879999999999995,4.0,0.438460937499999,11.775808035714237
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ชีวิตมันจะสู้ก็ต้องสู้ #honkaistarrail.wav,เหี้ย,17.05,17.75,17.212415,17.374221,0.23115142857142676,17.05,17.75,0.23115142857142676,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ช่วยด้วย!! นวยจะมาอยู่ด้วย!!.wav,กู,12.65,13.35,12.796937,13.298601,0.7166628571428577,12.65,13.35,0.7166628571428577,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ช่วยด้วย!! นวยจะมาอยู่ด้วย!!.wav,มึง,13.2,13.9,13.676268,13.763936,0.12523999999999832,13.516,13.9,0.22830208333333044,10.306208333333212
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ซามามาเท.wav,มึง,25.3,26.0,25.847625,26.04843,0.20359285437515795,25.3,26.0,0.20359285437515795,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าจะมาหลอกแค่นี้ อย่ามาดีกว่าไอ้น้อง.wav,กู,15.4,16.1,15.877913,15.992726,0.16401857142857093,15.4,16.1,0.16401857142857093,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,กู,7.7,8.4,8.195119,8.340567,0.20778285714285713,7.7,8.4,0.20778285714285713,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,กู,12.65,13.35,12.928725,13.001065,0.10334285714285799,12.71,13.35,0.11303125000000101,0.9688392857143027
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,มึง,15.4,16.65,15.976985,16.152446,0.14036880000000046,15.4,16.65,0.14036880000000046,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ประชุมรวมญาติเชลซี.wav,กู,144.65,145.35,144.797836,144.835388,0.0536457142857225,144.74200000000002,145.35,0.06176315789474776,0.8117443609025263
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ประชุมรวมญาติเชลซี.wav,กู,180.95,182.2,181.523369,181.735847,0.1699824000000035,180.95,181.81,0.2470674418604663,7.70850418604628
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ประชุมรวมญาติเชลซี.wav,เหี้ย,143.55,144.25,143.633679,143.746699,0.1614571428571539,143.55,144.25,0.1614571428571539,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\พากย์สุดโต่ง VS พากย์สุขุม.wav,กู,56.1,56.8,56.540153,56.668495,0.1833457142857204,56.1,56.8,0.1833457142857204,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\มันไปเล่นเอไอเอสชั่วโมงละ60บาท.wav,กู,3.85,4.55,3.948172,4.024041,0.10838428571428634,3.85,4.2940000000000005,0.1708761261261269,6.249184041184057
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,205.15,205.85,205.228977,205.311368,0.11770142857143222,205.15,205.49800000000002,0.2367557471264313,11.905431855499907
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,254.65,255.35,255.14347,255.208223,0.0925042857142816,255.09400000000002,255.35,0.2529414062500125,16.04371205357309
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,299.75,300.45,300.009289,300.090018,0.1153271428570912,299.96999999999997,300.45,0.1681854166665822,5.285827380949101
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,404.8,405.5,405.083256,405.144555,0.08757000000002932,405.05199999999996,405.5,0.13682812500003264,4.925812500000331
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,517.0,517.7,517.211817,517.37881,0.2385614285714812,517.0,517.7,0.2385614285714812,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,580.8,581.5,580.978769,581.042601,0.09118857142847113,580.828,581.5,0.09498809523799334,0.3799523809522212
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,713.35,714.05,713.708822,713.789551,0.11532714285701935,713.506,714.05,0.14839889705865486,3.307175420163551
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,748.0,748.7,748.311149,748.428681,0.16790285714282177,748.0,748.6039999999999,0.19458940397350472,2.6686546830682945
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,749.1,749.8,749.631062,749.695814,0.09250285714286414,749.1,749.8,0.09250285714286414,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,818.4,819.65,818.811827,818.89362,0.06543440000004921,818.4,819.65,0.06543440000004921,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,876.7,877.4,877.119001,877.22538,0.15196999999993932,876.7,877.4,0.15196999999993932,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,943.8,944.5,944.278358,944.338604,0.08606571428571792,943.8,944.5,0.08606571428571792,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,955.35,956.05,955.997899,956.071863,0.0721757452591342,955.35,955.602,0.0,-7.21757452591342
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,มึง,243.1,243.8,243.468469,243.609901,0.20204571428572204,243.1,243.8,0.20204571428572204,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,มึง,559.9,560.6,560.29935,560.455384,0.22290571428566683,559.9,560.6,0.22290571428566683,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,มึง,792.55,793.25,792.926039,793.001441,0.10771714285721258,792.77,793.25,0.15708750000010593,4.937035714289335
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,27.5,28.2,27.863231,28.134757,0.38789428571428824,27.528,28.2,0.40405654761904947,1.6162261904761221
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,150.7,151.4,151.008217,151.136017,0.1825714285714351,150.98399999999998,151.208,0.5705357142857028,38.79642857142677
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,297.55,298.25,297.626608,297.919932,0.4190342857143511,297.55,298.25,0.4190342857143511,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,435.6,436.3,435.798667,435.957718,0.22721571428568474,435.6,436.3,0.22721571428568474,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,443.85,445.1,444.43181,444.659627,0.18225360000001273,444.39,444.966,0.39551562500001264,21.32620249999999
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,508.2,508.9,508.49982,508.816712,0.4527028571428584,508.2,508.86799999999994,0.4743892215569157,2.16863644140573
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,578.6,579.3,579.084401,579.259686,0.2504071428572112,578.852,579.3,0.39126116071437267,14.085401785716146
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,588.5,589.2,588.810975,589.066576,0.3651442857143615,588.592,589.2,0.4203963815790199,5.525209586465834
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,656.7,657.4,657.282481,657.446621,0.15740114462359747,656.7,657.176,0.0,-15.740114462359747
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,659.45,660.7,659.466958,659.813023,0.2768520000000535,659.45,660.054,0.5729552980134239,29.610329801337045
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,669.9,670.6,670.23739,670.498856,0.37352285714289185,669.9,670.6,0.37352285714289185,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,752.4,753.1,752.345344,752.899998,0.6625508841113831,752.4,752.9079999999999,0.8886388841495549,22.608800003817187
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,783.75,784.45,783.76564,783.952415,0.2668214285714276,783.75,784.45,0.2668214285714276,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,784.85,785.55,784.98557,785.237397,0.359752857142799,784.85,785.55,0.359752857142799,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,788.7,789.4,789.03354,789.221506,0.26852285714282664,788.7,789.4,0.26852285714282664,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เหี้ย,822.25,822.95,822.855039,823.020567,0.12323522808530418,822.25,822.95,0.12323522808530418,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,กู,2.75,3.45,3.114908,3.344441,0.32790428571428626,3.066,3.45,0.5977421875000006,26.983790178571436
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,กู,11.55,12.25,12.082587,12.34321,0.2110576013918132,11.55,12.25,0.2110576013918132,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,กู,18.15,19.4,18.205243,18.344153,0.11112799999999937,18.15,18.657999999999998,0.2734448818897627,16.23168818897633
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,กู,19.8,20.5,20.167191,20.286258,0.1700957142857161,20.02,20.5,0.24805625000000217,7.796053571428607
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,กู,39.6,40.3,40.202087,40.296876,0.13541285714285609,39.6,40.3,0.13541285714285609,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,กู,53.35,54.05,53.828056,53.949316,0.1732285714285819,53.35,54.05,0.1732285714285819,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ลิ้นจระเข้ กินอะไรก็อร่อย.wav,เหี้ย,58.85,59.55,58.819942,58.993002,0.19587758780808606,58.85,59.55,0.19587758780808606,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,กู,3.3,4.0,3.531079,3.901909,0.5297571428571424,3.3,3.936,0.5830660377358485,5.330889487870616
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,กู,4.4,5.65,4.867109,5.149732,0.22609840000000006,4.4,5.196000000000001,0.35505402010050247,12.89556201005024
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,กู,6.6,7.3,6.984537,7.301412,0.4497542100790965,6.6,7.3,0.4497542100790965,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,กู,7.7,8.4,7.96435,8.062951,0.14085857142857194,7.952000000000001,8.4,0.22009151785714395,7.923294642857201
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,กู,8.8,10.05,9.236856,9.497076,0.20817600000000028,8.8,9.564000000000002,0.34060209424083765,13.242609424083737
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,กู,11.55,12.25,11.844661,11.961329,0.16666857142857,11.55,12.25,0.16666857142857,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\วิ่งหนี or วิ่งใส่.wav,มึง,12.1,13.35,12.369961,12.811552,0.3532728000000006,12.1,13.024000000000001,0.4779123376623378,12.46395376623372
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ศาลเจ้าทางม้าลายอยู่ไหน!!.wav,กู,45.1,45.8,45.377464,45.495142,0.16811142857142666,45.1,45.8,0.16811142857142666,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\อะไรหายากสุด.wav,มึง,13.75,14.45,13.986202,14.05307,0.09552571428571364,13.75,14.45,0.09552571428571364,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เกิดแต่กับคีร์มากค่ะ.wav,กู,7.15,7.85,7.560986,7.697133,0.19449571428571483,7.530000000000001,7.85,0.42545937500000275,23.096366071428793
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เกิดแต่กับคีร์มากค่ะ.wav,กู,13.2,13.9,13.681043,13.777772,0.1381842857142853,13.644,13.9,0.37784765624999905,23.966337053571376
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เกิดแต่กับคีร์มากค่ะ.wav,กู,15.95,16.65,16.418863,16.512703,0.13405714285713813,15.95,16.65,0.13405714285713813,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เกิดแต่กับคีร์มากค่ะ.wav,กู,43.45,44.15,43.996296,44.10907,0.1611057142857177,43.45,43.638,0.0,-16.11057142857177
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เกิดแต่กับคีร์มากค่ะ.wav,มึง,42.35,43.05,42.866725,42.973782,0.15293857142856881,42.762,43.05,0.3717256944444401,21.87871230158713
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เคยอยากเป็นวีค่ายกระต่าย.wav,กู,11.55,12.25,11.862371,11.899454,0.052975714285715576,11.55,12.25,0.052975714285715576,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เจ๊อยากกลับบ้านแล้ว....wav,เหี้ย,15.4,16.1,15.342018,15.659347,0.3421545630371161,15.4,16.1,0.3421545630371161,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เดินเตะทุกอย่างบนโลก!.wav,กู,21.45,22.15,21.529066,21.662097,0.1900442857142845,21.477999999999998,21.862,0.3464348958333304,15.639061011904593
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เดินเตะทุกอย่างบนโลก!.wav,กู,34.65,35.35,35.039413,35.166954,0.1822014285714188,34.65,35.35,0.1822014285714188,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เพื่อนบ้านหรรษาของจริงๆ.wav,มึง,42.35,43.05,42.846921,43.059568,0.28620089970234863,42.35,43.05,0.28620089970234863,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เพื่อนบ้านหรรษาของจริงๆ.wav,เหี้ย,37.4,38.1,37.924782,38.043642,0.1697999999999964,37.715999999999994,38.1,0.3095312499999887,13.973124999999232
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เพื่อนบ้านหรรษาของจริงๆ.wav,เหี้ย,55.0,55.7,55.128349,55.268089,0.19962857142857535,55.0,55.7,0.19962857142857535,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\โอ๊ต.wav,กู,20.35,21.05,20.486934,20.566161,0.11318142857142796,20.35,21.05,0.11318142857142796,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\โอ๊ต.wav,เหี้ย,1076.35,1078.15,1076.691332,1076.847038,0.08650333333332971,1076.35,1078.15,0.08650333333332971,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\โอ๊ต.wav,เหี้ย,1300.75,1301.45,1301.148195,1301.295464,0.21038428571434514,1300.75,1301.45,0.21038428571434514,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ใต้น้ำยังจะตามมาอีก!!.wav,เหี้ย,5.5,6.2,6.003302,6.123607,0.17186428571428583,5.880000000000001,6.2,0.37595312500000105,20.408883928571523
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ใต้น้ำยังจะตามมาอีก!!.wav,เหี้ย,11.0,11.7,11.157715,11.280346,0.17518714285714326,11.0,11.7,0.17518714285714326,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ใต้น้ำยังจะตามมาอีก!!.wav,เหี้ย,21.45,22.15,21.499116,21.753045,0.3627557142857138,21.45,22.15,0.3627557142857138,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ใต้น้ำยังจะตามมาอีก!!.wav,เหี้ย,48.95,49.65,49.132166,49.415824,0.4052257142857205,48.95,49.618,0.4246377245509026,1.9412010265182078
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\music\แคทเธอร์รีนยิงมันสิ!.wav,กู,12.65,13.35,12.690808,12.951327,0.3721699999999984,12.65,13.35,0.3721699999999984,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ถ้าแกไม่ไป กูก็ไม่ไปเหมือนกัน.wav,กู,1.1,1.8,1.431357,1.59603,0.23524714285714296,1.1,1.8,0.23524714285714296,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,กู,390.0,390.7,390.442997,390.566065,0.17581142857141613,390.02799999999996,390.7,0.1831369047618819,0.732547619046578
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,กู,391.0,391.7,391.415775,391.554751,0.19853714285716573,391.38,391.7,0.43430000000005226,23.57628571428865
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,กู,547.5,548.2,547.720982,547.806659,0.12239571428559023,547.592,548.2,0.14091611842090485,1.8520404135314612
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,กู,729.5,730.2,729.819817,729.877107,0.08184285714296612,729.5,730.2,0.08184285714296612,0.0
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,กู,812.5,813.7,813.065642,813.212459,0.12234749999994686,813.04,813.7,0.22244999999988424,10.010249999993738
0.7,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,กู,824.0,825.2,824.641056,824.729441,0.07365416666658296,824.6039999999999,825.2,0.14829697986557971,7.464281319899675
