file_path,start_time,end_time,label,is_augmented,aug_type,original_file
dataset\augmented\แปปนึง มึงใครเนี่ย มึงใคร มึงคือใคร_none_261_nan.wav,0.0,1.2659375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\แปปนึง มึงใครเนี่ย มึงใคร มึงคือใคร.wav
dataset\augmented\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ_none_262_nan.wav,0.0,0.422125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ.wav
dataset\augmented\เจ็บคอมาสองวันเพราะฝุ่น_ควย_263_medium.wav,0.0,0.2966875,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\เจ็บคอมาสองวันเพราะฝุ่น.wav
dataset\augmented\กายพูดกูรัวๆ_none_264_nan.wav,0.0,1.6151875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\ไอ้เหี้ย ใครกินของกูหมดเนี่ย_none_265_nan.wav,0.0,1.3955,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้เหี้ย ใครกินของกูหมดเนี่ย.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_none_266_nan.wav,0.0,1.82325,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\Janพูดถึงอาท_none_267_nan.wav,0.0,6.1470625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\อาทโดนFBI_สวะ_268_medium.wav,0.0,0.339875,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\เย็ดแม่ กูไม่โอเคกับสิ่งที่มึงทำเลยนะ_none_269_nan.wav,0.0,0.634125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ กูไม่โอเคกับสิ่งที่มึงทำเลยนะ.wav
dataset\augmented\ถ้าแกไม่ไป กูก็ไม่ไปเหมือนกัน_none_270_light_none.wav,0.0,1.431375,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ถ้าแกไม่ไป กูก็ไม่ไปเหมือนกัน.wav
dataset\augmented\เย็ดแม่ นี่คือเหตุผลที่กูไม่อยากคุยกับมึง_เย็ด_271_nan.wav,0.0,0.092625,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ นี่คือเหตุผลที่กูไม่อยากคุยกับมึง.wav
dataset\augmented\เป็นสวะแล้วยังทำนิสัยหีๆอีก_ควย_272_nan.wav,0.0,0.3413125,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav
dataset\augmented\รถติดบนทางด่วน_สวะ_273_medium.wav,0.0,0.19875,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\รถติดบนทางด่วน.wav
dataset\augmented\Janพูดถึงอาท_เย็ด_274_medium.wav,0.0,0.1128125,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ_none_275_nan.wav,0.0,2.2228125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav
dataset\augmented\กาลครั้งมีไอ้สวะตัวหนึ่ง_สวะ_276_medium.wav,0.0,0.251625,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav
dataset\augmented\กูว่าฝนจะตกแล้ว รีบกลับเถอะ_กู_277_nan.wav,0.0,0.17475,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กูว่าฝนจะตกแล้ว รีบกลับเถอะ.wav
dataset\augmented\ชีสเหม็น_แตด_278_heavy.wav,0.0,0.2910625,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ชีสเหม็น.wav
dataset\augmented\พฤติกรรมเห็นแก่ตัวหัวควยของมึงมันสร้างปัญหารู้ไหม_none_279_light_none.wav,0.0,1.766875,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พฤติกรรมเห็นแก่ตัวหัวควยของมึงมันสร้างปัญหารู้ไหม.wav
dataset\augmented\อารมณ์แบบว่างี้ป้ะ_none_280_light_none.wav,0.0,0.164125,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อารมณ์แบบว่างี้ป้ะ.wav
dataset\augmented\Janพูดถึงอาท_none_281_light_none.wav,0.0,6.1470625,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\ไอ้อาร์ตพูดเหี้ย_none_282_nan.wav,0.0,0.768375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้อาร์ตพูดเหี้ย.wav
dataset\augmented\โต้งไล่หมา_กู_283_light.wav,0.0,0.114625,กู,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โต้งไล่หมา.wav
dataset\augmented\บัวด่านัท_none_284_light_none.wav,0.0,1.8999375,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บัวด่านัท.wav
dataset\augmented\ถ้ามึงจะทำอย่างนี้นะ ไปเหอะ อย่ากลับมาเลย_none_285_light_none.wav,0.0,4.46275,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ถ้ามึงจะทำอย่างนี้นะ ไปเหอะ อย่ากลับมาเลย.wav
dataset\augmented\คอมโครตดี_none_286_light_none.wav,0.0,2.4296875,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คอมโครตดี.wav
dataset\augmented\อาทโดนFBI_เหี้ย_287_light.wav,0.0,0.187875,เหี้ย,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\รถติดบนทางด่วน_สวะ_288_nan.wav,0.0,0.19875,สวะ,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\รถติดบนทางด่วน.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_เหี้ย_289_nan.wav,0.0,0.2545625,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\เออใช่ กูเห็นไอกายมันลงสตอรี่ ชวนสาวมาดูแมวที่_none_290_light_none.wav,0.0,3.5584375,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เออใช่ กูเห็นไอกายมันลงสตอรี่ ชวนสาวมาดูแมวที่.wav
dataset\augmented\บิวพูดควย_ควย_291_nan.wav,0.0,0.4205,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บิวพูดควย.wav
dataset\augmented\ไอ้คนวิปริต ไอ้คนเย็ดแม่_เย็ด_292_medium.wav,0.0,0.1119375,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้คนวิปริต ไอ้คนเย็ดแม่.wav
dataset\augmented\เลสเบี้ยน_ควย_293_nan.wav,0.0,0.1484375,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\พูดควยๆแบบนี้ใครจะอยากอยู่ใกล้_ควย_294_medium.wav,0.0,0.081125,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พูดควยๆแบบนี้ใครจะอยากอยู่ใกล้.wav
dataset\augmented\พูดควยๆแบบนี้ใครจะอยากอยู่ใกล้_none_295_nan.wav,0.0,0.4918125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พูดควยๆแบบนี้ใครจะอยากอยู่ใกล้.wav
dataset\augmented\เช้านี้สดใส_มึง_296_nan.wav,0.0,0.2250625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เช้านี้สดใส.wav
dataset\augmented\หีหอมพ่อง_มึง_297_nan.wav,0.0,0.1676875,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\หีหอมพ่อง.wav
dataset\augmented\กายพูดกูรัวๆ_กู_298_nan.wav,0.0,0.08225,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\กายพูดกูรัวๆ_กู_299_nan.wav,0.0,0.4145625,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\ก่อนจะถามกูเนี่ย เฝ้าถามตัวเองเถอะว่าดีพอยัง_none_300_nan.wav,0.0,1.0605,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ก่อนจะถามกูเนี่ย เฝ้าถามตัวเองเถอะว่าดีพอยัง.wav
dataset\augmented\หีหอมพ่อง_ควย_301_medium.wav,0.0,0.1309375,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\หีหอมพ่อง.wav
dataset\augmented\เลสเบี้ยน_สวะ_302_medium.wav,0.0,0.239375,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\ป้าๆก๋วยเตี๋ยวถุงนึง_แตด_303_heavy.wav,0.0,0.1951875,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ป้าๆก๋วยเตี๋ยวถุงนึง.wav
dataset\augmented\เห้ย กูตื่นเต้นมากเลยที่จะได้ไปเที่ยวอาทิตย์หน้า_none_304_nan.wav,0.0,2.8646875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เห้ย กูตื่นเต้นมากเลยที่จะได้ไปเที่ยวอาทิตย์หน้า.wav
dataset\augmented\พิ้งค์ด่าหนัง_แตด_305_heavy.wav,0.0,0.1701875,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\Janพูดถึงอาท_เย็ด_306_medium.wav,0.0,0.0745,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้_none_307_light_none.wav,0.0,1.3685625,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้.wav
dataset\augmented\โอเค ฟังดีๆนะมึง พ่อของมึงเสียแล้ว_none_308_nan.wav,0.0,2.4745625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โอเค ฟังดีๆนะมึง พ่อของมึงเสียแล้ว.wav
dataset\augmented\อย่าฟังความข้างเดียวสิ กูน่ะบอกอยู่เสมอแล้วว่ากูเป็นคนดี_none_309_nan.wav,0.0,2.5838125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อย่าฟังความข้างเดียวสิ กูน่ะบอกอยู่เสมอแล้วว่ากูเป็นคนดี.wav
dataset\augmented\บิวพูดเหี้ย_none_310_nan.wav,0.0,1.26575,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บิวพูดเหี้ย.wav
dataset\augmented\ไอ้เย็ดแม่เอ๊ย โทรมาทำไม กูง่วง_none_311_nan.wav,0.0,2.36825,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้เย็ดแม่เอ๊ย โทรมาทำไม กูง่วง.wav
dataset\augmented\Janพูดถึงอาท_เหี้ย_312_nan.wav,0.0,0.1233125,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\หีหอมพ่อง_สวะ_313_nan.wav,0.0,0.3173125,สวะ,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\หีหอมพ่อง.wav
dataset\augmented\ค่ายเหี้ย2_หี_314_medium.wav,0.0,0.25525,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ค่ายเหี้ย2.wav
dataset\augmented\แปปนึง มึงใครเนี่ย มึงใคร มึงคือใคร_มึง_315_nan.wav,0.0,0.131875,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\แปปนึง มึงใครเนี่ย มึงใคร มึงคือใคร.wav
dataset\augmented\ค่ายเหี้ย_แตด_316_heavy.wav,0.0,0.157,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ค่ายเหี้ย.wav
dataset\augmented\เห้ย กูตื่นเต้นมากเลยที่จะได้ไปเที่ยวอาทิตย์หน้า_กู_317_nan.wav,0.0,0.1561875,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เห้ย กูตื่นเต้นมากเลยที่จะได้ไปเที่ยวอาทิตย์หน้า.wav
dataset\augmented\มึงไม่มีสิทธิ์มาทำแบบนี้กับกู เย็ดแม่_เย็ด_318_medium.wav,0.0,0.148375,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\มึงไม่มีสิทธิ์มาทำแบบนี้กับกู เย็ดแม่.wav
dataset\augmented\เย็ดแม่ นี่คือเหตุผลที่กูไม่อยากคุยกับมึง_none_319_light_none.wav,0.0,1.023375,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ นี่คือเหตุผลที่กูไม่อยากคุยกับมึง.wav
dataset\augmented\มึงก็ไม่เคยฟังใครเลย คงจะฟังแต่หีตัวเองสินะ_none_320_nan.wav,0.0,1.5915625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\มึงก็ไม่เคยฟังใครเลย คงจะฟังแต่หีตัวเองสินะ.wav
dataset\augmented\สวะ (เปอร์)_สวะ_321_medium.wav,0.0,2.3466875,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\สวะ\สวะ (เปอร์).wav
dataset\augmented\อารมณ์แบบว่างี้ป้ะ_หี_322_medium.wav,0.0,0.3251875,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อารมณ์แบบว่างี้ป้ะ.wav
dataset\augmented\เย็ดแม่ ทำไมถึงไม่ใส่ใจในสิ่งที่กูบอกบ้างอ่ะ_none_323_nan.wav,0.0,1.56,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ ทำไมถึงไม่ใส่ใจในสิ่งที่กูบอกบ้างอ่ะ.wav
dataset\augmented\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้_มึง_324_nan.wav,0.0,0.15375,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้.wav
dataset\augmented\แตด (เปอร์)_แตด_325_heavy.wav,0.0,2.3253125,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\แตด\แตด (เปอร์).wav
dataset\augmented\โต้งไล่หมา_กู_326_nan.wav,0.0,0.1526875,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โต้งไล่หมา.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_ควย_327_nan.wav,0.0,0.38575,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\ค่ายเหี้ย_none_328_light_none.wav,0.0,1.170125,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ค่ายเหี้ย.wav
dataset\augmented\ทำไมมึงถึงทำอย่างนี้เนี่ย ดูดีๆ_มึง_329_nan.wav,0.0,0.214375,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ทำไมมึงถึงทำอย่างนี้เนี่ย ดูดีๆ.wav
dataset\augmented\กายพูดกูรัวๆ_none_330_nan.wav,0.0,1.3380625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\มึงก็ไม่เคยฟังใครเลย คงจะฟังแต่หีตัวเองสินะ_หี_331_nan.wav,0.0,0.19375,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\มึงก็ไม่เคยฟังใครเลย คงจะฟังแต่หีตัวเองสินะ.wav
dataset\augmented\ความดื้อรั้นหน้าหีของมึงทำให้ทุกอย่างแย่ลงนะ_หี_332_nan.wav,0.0,0.1643125,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ความดื้อรั้นหน้าหีของมึงทำให้ทุกอย่างแย่ลงนะ.wav
dataset\augmented\เป็นสวะแล้วยังทำนิสัยหีๆอีก_เหี้ย_333_nan.wav,0.0,0.2064375,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav
dataset\augmented\กล้าดียังไงมาแตะคนรัก_สวะ_334_medium.wav,0.0,0.39775,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กล้าดียังไงมาแตะคนรัก.wav
dataset\augmented\ชีสเหม็น_none_335_nan.wav,0.0,1.0745,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ชีสเหม็น.wav
dataset\augmented\Janพูดถึงอาท_none_336_nan.wav,0.0,1.5475625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\บารมีมารดา_สวะ_337_medium.wav,0.0,0.37725,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บารมีมารดา.wav
dataset\augmented\ป้าๆก๋วยเตี๋ยวถุงนึง_แตด_338_heavy.wav,0.0,0.1951875,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ป้าๆก๋วยเตี๋ยวถุงนึง.wav
dataset\augmented\ควย (เปอร์)_ควย_339_medium.wav,0.0,2.112,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\ควย\ควย (เปอร์).wav
dataset\augmented\คอมโครตดี_none_340_nan.wav,0.0,1.0026875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คอมโครตดี.wav
dataset\augmented\อย่าทำเหมือนกูไม่มีตัวตนนะ เย็ดแม่_none_341_nan.wav,0.0,0.5451875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อย่าทำเหมือนกูไม่มีตัวตนนะ เย็ดแม่.wav
dataset\augmented\บิวพูดควย_none_342_light_none.wav,0.0,1.17425,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บิวพูดควย.wav
dataset\augmented\ไอ้เหี้ย ใครกินของกูหมดเนี่ย_none_343_light_none.wav,0.0,0.3046875,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้เหี้ย ใครกินของกูหมดเนี่ย.wav
dataset\augmented\แดนแถมควย_none_344_nan.wav,0.0,1.0713125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\แดนแถมควย.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_แตด_345_heavy.wav,0.0,0.16475,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\รถติดบนทางด่วน_หี_346_nan.wav,0.0,0.1573125,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\รถติดบนทางด่วน.wav
dataset\augmented\ควย (แทน)_ควย_347_nan.wav,0.0,2.4533125,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\ควย\ควย (แทน).wav
dataset\augmented\บิวพูดเหี้ย_เหี้ย_348_light.wav,0.0,0.4205625,เหี้ย,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บิวพูดเหี้ย.wav
dataset\augmented\แปปนึง มึงใครเนี่ย มึงใคร มึงคือใคร_none_349_nan.wav,0.0,1.413625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\แปปนึง มึงใครเนี่ย มึงใคร มึงคือใคร.wav
dataset\augmented\ไอ้อาร์ตพูดเหี้ย_none_350_light_none.wav,0.0,0.5303125,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้อาร์ตพูดเหี้ย.wav
dataset\augmented\เป็นสวะแล้วยังทำนิสัยหีๆอีก_none_351_nan.wav,0.0,1.0096875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav
dataset\augmented\เธอทำตัวเหมือนสวะที่ไม่มีเป้าหมายในชีวิต_none_352_nan.wav,0.0,1.99875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เธอทำตัวเหมือนสวะที่ไม่มีเป้าหมายในชีวิต.wav
dataset\augmented\ความดื้อรั้นหน้าหีของมึงทำให้ทุกอย่างแย่ลงนะ_มึง_353_nan.wav,0.0,0.1065625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ความดื้อรั้นหน้าหีของมึงทำให้ทุกอย่างแย่ลงนะ.wav
dataset\augmented\คือมึงไม่ฉลาดหรอวะ_มึง_354_nan.wav,0.0,0.1915625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คือมึงไม่ฉลาดหรอวะ.wav
dataset\augmented\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง_none_355_nan.wav,0.0,0.2266875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง.wav
dataset\augmented\หี (เบลล์)_หี_356_nan.wav,0.0,1.76,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\หี\หี (เบลล์).wav
dataset\augmented\เป็นสวะแล้วยังทำนิสัยหีๆอีก_สวะ_357_nan.wav,0.0,0.2616875,สวะ,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav
dataset\augmented\ทายคำเย็ดแม่_เย็ด_358_nan.wav,0.0,0.0716875,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ทายคำเย็ดแม่.wav
dataset\augmented\กาลครั้งมีไอ้สวะตัวหนึ่ง_สวะ_359_medium.wav,0.0,0.251625,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav
dataset\augmented\คือมึงไม่ฉลาดหรอวะ_none_360_nan.wav,0.0,1.9335,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คือมึงไม่ฉลาดหรอวะ.wav
dataset\augmented\มึงนี่มันอะควรไปคุยกับรากมะม่วง_none_361_nan.wav,0.0,2.980375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\มึงนี่มันอะควรไปคุยกับรากมะม่วง.wav
dataset\augmented\ควย มึงทำแบบนี้คนจะมองว่าเป็นคนไร้ความรับผิดชอบนะ_none_362_nan.wav,0.0,0.1665625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ควย มึงทำแบบนี้คนจะมองว่าเป็นคนไร้ความรับผิดชอบนะ.wav
dataset\augmented\กายพูดกูรัวๆ_เย็ด_363_medium.wav,0.0,0.0879375,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\พิ้งค์ด่าหนัง_none_364_nan.wav,0.0,1.088125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\กูว่านะ โปรเจคเราอะ แม่งสุดยอดวะ_none_365_nan.wav,0.0,4.968,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กูว่านะ โปรเจคเราอะ แม่งสุดยอดวะ.wav
dataset\augmented\อาทโดนFBI_เหี้ย_366_light.wav,0.0,0.171875,เหี้ย,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\แล้วคิดจะรับผิดชอบเรื่องนี้ยังไง เย็ดแม่_เย็ด_367_medium.wav,0.0,0.1054375,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\แล้วคิดจะรับผิดชอบเรื่องนี้ยังไง เย็ดแม่.wav
dataset\augmented\พูดจาไม่มีสาระเหมือนสวะลอยน้ำไปวัน ๆ_none_368_nan.wav,0.0,2.4398125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พูดจาไม่มีสาระเหมือนสวะลอยน้ำไปวัน ๆ.wav
dataset\augmented\มึง กูหิวข้าววะ อยากกินตีนอะ_มึง_369_nan.wav,0.0,0.3880625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\มึง กูหิวข้าววะ อยากกินตีนอะ.wav
dataset\augmented\มึงไม่เคยฟังใครเลยใช่ไหม เย็ดแม่_none_370_nan.wav,0.0,1.3075625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\มึงไม่เคยฟังใครเลยใช่ไหม เย็ดแม่.wav
dataset\augmented\เย็ดแม่ กูควรจะคาดหวังอะไรจากมึงอีกอ่ะ_มึง_371_nan.wav,0.0,0.217375,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ กูควรจะคาดหวังอะไรจากมึงอีกอ่ะ.wav
dataset\augmented\โต้งไล่หมา_มึง_372_light.wav,0.0,0.159125,มึง,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โต้งไล่หมา.wav
dataset\augmented\ดูถูกหีไม่มีวันเจริญ_หี_373_medium.wav,0.0,0.1435625,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ดูถูกหีไม่มีวันเจริญ.wav
